"recording_id","recording_title","recording_alternate_titles","recording_artist_credit","recording_artist_ids","isrc","duration_iso8601","duration_ms","release_id","release_title","release_artist_credit","upc","release_date","release_status","track_number","record_label","musicbrainz_release_id","reference_urls"
"https://aliktarraf.com/#catalog-trk-0088","RISING BALLOON","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7Q2558452","PT7M30.52S","450520","https://aliktarraf.com/#catalog-sng-043-digital-release","RISING BALLOON","Alik Tarraf","199735912389","2025-09-03","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/rising-balloon/1837583118?i=1837583119""]"
"https://aliktarraf.com/#catalog-trk-0089","День Birthday","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7S2512624","PT3M56.32S","236320","https://aliktarraf.com/#catalog-sng-044-digital-release","День Birthday","Alik Tarraf","199735153539","2025-09-05","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/%D0%B4%D0%B5%D0%BD%D1%8C-birthday/1838238925?i=1838238928""]"
"https://aliktarraf.com/#catalog-trk-0090","Я НАРЦИСС","[""Narcissi (Нарцисс)""]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7S2525590","PT5M27.76S","327760","https://aliktarraf.com/#catalog-sng-045-digital-release","Я НАРЦИСС","Alik Tarraf","199735081801","2025-09-06","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/narcissi-%D0%BD%D0%B0%D1%80%D1%86%D0%B8%D1%81%D1%81/1838279307?i=1838279309""]"
"https://aliktarraf.com/#catalog-trk-0091","AKFA EMPIRE","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7T2562881","PT4M22.64S","262640","https://aliktarraf.com/#catalog-sng-046-digital-release","AKFA EMPIRE","Alik Tarraf","199736298130","2025-09-09","Published","1","TARRAF PRODUCTIONS","","[]"
"https://aliktarraf.com/#catalog-trk-0092","КОНЕЦ СВЕТА","[""Judgment Day (КОНЕЦ СВЕТА)""]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7T2578083","PT5M53.64S","353640","https://aliktarraf.com/#catalog-sng-047-digital-release","КОНЕЦ СВЕТА","Alik Tarraf","199736264265","2025-09-09","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/judgment-day-%D0%BA%D0%BE%D0%BD%D0%B5%D1%86-%D1%81%D0%B2%D0%B5%D1%82%D0%B0/1838930604?i=1838930875""]"
"https://aliktarraf.com/#catalog-trk-0093","GODDESS","[]","Alik Tarraf Marina Tarraf","[""https://aliktarraf.com/#alik-tarraf"", ""https://aliktarraf.com/#marina-tarraf""]","QZZ7U2554210","PT4M24.56S","264560","https://aliktarraf.com/#catalog-sng-048-digital-release","GODDESS","Alik Tarraf Marina Tarraf","199737907826","2025-09-10","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/goddess/1839352234?i=1839352235""]"
"https://aliktarraf.com/#catalog-trk-0094","PARADISE","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7U2557695","PT3M10.12S","190120","https://aliktarraf.com/#catalog-sng-049-digital-release","PARADISE","Alik Tarraf","199737886343","2025-09-11","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/paradise/1839490815?i=1839490816""]"
"https://aliktarraf.com/#catalog-trk-0095","Semya v Serdtse","[""Semya v Serdtse (feat. Aliana Tarraf)""]","Alik Tarraf (feat. Aliana Tarraf)","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7V2541692","PT3M53S","233000","https://aliktarraf.com/#catalog-sng-050-digital-release","Semya v Serdtse","Alik Tarraf (feat. Aliana Tarraf)","199737495767","2025-09-12","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/semya-v-serdtse-feat-aliana-tarraf/1839660948?i=1839660949""]"
"https://aliktarraf.com/#catalog-trk-0096","Shtorm i Lyubov","[""Shtorm I Lyubov""]","Marina Tarraf","[""https://aliktarraf.com/#marina-tarraf""]","QZZ7V2520401","PT4M6.6S","246600","https://aliktarraf.com/#catalog-sng-051-digital-release","Shtorm i Lyubov","Marina Tarraf","199737612591","2025-09-12","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/shtorm-i-lyubov/1839606716?i=1839606717""]"
"https://aliktarraf.com/#catalog-trk-0097","Sila Lyubvi","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7V2523510","PT5M30S","330000","https://aliktarraf.com/#catalog-sng-052-digital-release","Sila Lyubvi","Alik Tarraf","199737598277","2025-09-12","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/sila-lyubvi/1839638803?i=1839638804""]"
